id_producto,nombre_marca,nombre_reciclaje,nombre_empresa,nombre_productos_clasificacion,nombre,gramos_envase,formato,unidad,unidad_real,cantidad,texto,cluster300,label300,label,categoria,nombre_productos_clasificacion_pred,categoria_pred,nombre_reciclaje_pred,unidad_real_pred
2042,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa tocino,1,CRIANZA,CRIANZA,,,hamburguesa tocino,245,Hamburguesa,Hamburguesa,,CONGELADOS,PLÁSTICO,PP 5,GR
2043,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa mastodonte,1,CRIANZA,CRIANZA,,,hamburguesa mastodonte,245,Hamburguesa,Hamburguesa,,CONGELADOS,PLÁSTICO,PP 5,GR
2044,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa vacuno,1,CRIANZA,CRIANZA,,,hamburguesa vacuno,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2045,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa vacuno light,1,CRIANZA,CRIANZA,,,hamburguesa vacuno light,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2046,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa vacuno premium,1,CRIANZA,CRIANZA,,,hamburguesa vacuno premium,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2047,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa americana,1,CRIANZA,CRIANZA,,,hamburguesa americano,247,Americano Hamburguesa,Americano Hamburguesa,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2048,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa americana,1,CRIANZA,CRIANZA,,,hamburguesa americano,247,Americano Hamburguesa,Americano Hamburguesa,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2049,receta del abuelo,,AGROSUPER,CONGELADOS,Churrasco vacuno,1,DEL,DEL,,,churrasco vacuno,42,Churrasco Vacuno,Churrasco Vacuno,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2050,llanquihue,,,CONGELADOS,Churrasco vacuno,1,540G,GR,GR,540,churrasco vacuno,42,Churrasco Vacuno,Churrasco Vacuno,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2051,receta del abuelo,,AGROSUPER,CONGELADOS,Hamburguesa vacuno,1,DEL,DEL,,,hamburguesa vacuno,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2052,pf,,,CONGELADOS,Hamburguesa vacuno,1,90G,GR,GR,90,hamburguesa vacuno,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2053,llanquihue,,,CONGELADOS,Hamburguesa premium,1,100G,GR,GR,100,hamburguesa premium,54,Premium,Premium,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2054,super cerdo,,AGROSUPER,CONGELADOS,Hamburguesa vacuno super beef  g,1,BEEF,BEEF,,,hamburguesa vacuno super beef,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2055,receta del abuelo,,AGROSUPER,CONGELADOS,Hamburguesa vacuno bacon,1,DEL,DEL,,,hamburguesa vacuno bacon,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2056,receta del abuelo,,AGROSUPER,CONGELADOS,Hamburguesa vacuno grill,1,DEL,DEL,,,hamburguesa vacuno grill,80,Hamburguesa Vacuno,Hamburguesa Vacuno,,CONGELADOS,PLÁSTICO,PP 5,GR
2057,receta del abuelo,,AGROSUPER,CONGELADOS,Hamburguesa sabor americano,1,DEL,DEL,,,hamburguesa sabor americano,247,Americano Hamburguesa,Americano Hamburguesa,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2058,llanquihue,,,CONGELADOS,Hamburguesa premium  unid,1,600G,GR,GR,600,hamburguesa premium unid,54,Premium,Premium,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2059,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa pollo,1,CRIANZA,CRIANZA,,,hamburguesa pollo,279,Pollo,Pollo,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2060,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa pavo,1,CRIANZA,CRIANZA,,,hamburguesa pavo,245,Hamburguesa,Hamburguesa,,CONGELADOS,PLÁSTICO,PP 5,GR
2061,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa pollo,1,CRIANZA,CRIANZA,,,hamburguesa pollo,279,Pollo,Pollo,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2062,la crianza,,AGROSUPER,CONGELADOS,Hamburguesa angus,1,PREFERIDA,PREFERIDA,,,hamburguesa angus,245,Hamburguesa,Hamburguesa,,CONGELADOS,PLÁSTICO,PP 5,GR
2063,king,,AGROSUPER,CONGELADOS,Hamburguesas pollo king kong  gr,1,185G,GR,GR,185,hamburguesa pollo king kong,279,Pollo,Pollo,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2064,pf,,,CONGELADOS,Hamburguesa de pollo,1,90G,GR,GR,90,hamburguesa pollo,279,Pollo,Pollo,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2066,tottus,,TOTTUS,CONGELADOS,Camaron,1,100G,GR,GR,100,camaron,43,,Camaron,,CONGELADOS,PLÁSTICO,PP 5,GR
2067,tottus,,TOTTUS,CONGELADOS,Camaron pelado cocido,1,400G,GR,GR,400,camaron pelado cocido,242,Camaron Cocido Pelado,Camaron Cocido Pelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2068,tottus,,TOTTUS,CONGELADOS,Camaron pelado cocido desvenado,1,400G,GR,GR,400,camaron pelado cocido desvenado,242,Camaron Cocido Pelado,Camaron Cocido Pelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2069,tottus,,TOTTUS,CONGELADOS,Camaron cocido cascara,1,1KG,KG,KG,1,camaron cocido cascara,117,Camaron Cascara,Camaron Cascara,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,KG
2070,tottus,,TOTTUS,CONGELADOS,Camaron cocido pelado,1,400G,GR,GR,400,camaron cocido pelado,242,Camaron Cocido Pelado,Camaron Cocido Pelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2071,tottus,,TOTTUS,CONGELADOS,Camaron torpedo apanado,1,250G,GR,GR,250,camaron torpedo apanado,236,Apanado Camaron,Apanado Camaron,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2072,tottus,,TOTTUS,CONGELADOS,Camaron cocido cascara,1,1KG,KG,KG,1,camaron cocido cascara,117,Camaron Cascara,Camaron Cascara,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,KG
2073,tottus,,TOTTUS,CONGELADOS,Camaron crudo cascara,1,400G,GR,GR,400,camaron crudo cascara,117,Camaron Cascara,Camaron Cascara,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2074,tottus,,TOTTUS,CONGELADOS,Camaron pelado cocido,1,1KG,KG,KG,1,camaron pelado cocido,242,Camaron Cocido Pelado,Camaron Cocido Pelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,KG
2075,tottus,,TOTTUS,CONGELADOS,Camaron cocido cascara,1,400G,GR,GR,400,camaron cocido cascara,117,Camaron Cascara,Camaron Cascara,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2076,tottus,,TOTTUS,CONGELADOS,Camaron cocido cascara,1,400G,GR,GR,400,camaron cocido cascara,117,Camaron Cascara,Camaron Cascara,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2077,tottus,,TOTTUS,CONGELADOS,Camaron cocido cascara,1,400G,GR,GR,400,camaron cocido cascara,117,Camaron Cascara,Camaron Cascara,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2078,tottus,,TOTTUS,CONGELADOS,Carpaccio de salmon,1,100G,GR,GR,100,carpaccio salmon,43,,Carpaccio Salmon,,CONGELADOS,PLÁSTICO,PP 5,GR
2079,mar,,,CONGELADOS,Filete congelado de merluza,1,VERDE,VERDE,,,filete congelado merluza,74,Congelado,Congelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2080,tottus,,TOTTUS,CONGELADOS,Paila marina,1,1KG,KG,KG,1,paila marina,43,,Marina Paila,,CONGELADOS,PLÁSTICO,PP 5,KG
2081,mar,,,CONGELADOS,Filete congelado de reineta,1,VERDE,VERDE,,,filete congelado reineta,74,Congelado,Congelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2082,mar,,,CONGELADOS,Camaron nacional,1,VERDE,VERDE,,,camaron nacional,43,,Camaron,,CONGELADOS,PLÁSTICO,PP 5,GR
2083,el,,,CONGELADOS,Camarones,1,GOLFO,GOLFO,,,camarón,43,,,,CONGELADOS,PLÁSTICO,PP 5,GR
2084,mar,,,CONGELADOS,Camaron Nacional,1,VERDE,VERDE,,,camaron nacional,43,,Camaron,,CONGELADOS,PLÁSTICO,PP 5,GR
2085,aqua,,,CONGELADOS,Salmón Atlántico Filete,1,500GR,GR,GR,500,salmón atlántico filete,43,,Atlántico Filete Salmón,,CONGELADOS,PLÁSTICO,PP 5,GR
2086,tottus,,TOTTUS,CONGELADOS,Salmón Congelado,1,500G,GR,GR,500,salmón congelado,74,Congelado,Congelado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2087,tottus,,TOTTUS,CONGELADOS,Filetes de congrio dorado sp,1,500G,GR,GR,500,filete congrio dorado,43,,Congrio Dorado Filete,,CONGELADOS,PLÁSTICO,PP 5,GR
2088,tottus,,TOTTUS,CONGELADOS,Filetes de mahi mahi sp,1,500G,GR,GR,500,filete mahi mahi,43,,Filete Mahi,,CONGELADOS,PLÁSTICO,PP 5,GR
2089,tottus,,TOTTUS,CONGELADOS,Filetes de trucha arcoiris cp,1,500G,GR,GR,500,filete trucha arcoiris,43,,Arcoiris Filete Trucha,,CONGELADOS,PLÁSTICO,PP 5,GR
2090,tottus,,TOTTUS,CONGELADOS,Chorito precocido,1,1KG,KG,KG,1,chorito precocido,43,,Chorito Precocido,,CONGELADOS,PLÁSTICO,PP 5,KG
2091,tottus,,TOTTUS,CONGELADOS,Chorito precocido,1,500G,GR,GR,500,chorito precocido,43,,Chorito Precocido,,CONGELADOS,PLÁSTICO,PP 5,GR
2092,tottus,,TOTTUS,CONGELADOS,Chorito carne cocido,1,500G,GR,GR,500,chorito carne cocido,43,,Carne Cocido,,CONGELADOS,PLÁSTICO,PP 5,GR
2093,tottus,,TOTTUS,CONGELADOS,Almeja carne cocida,1,200G,GR,GR,200,almeja carne cocido,43,,Carne Cocido,,CONGELADOS,PLÁSTICO,PP 5,GR
2094,tottus,,TOTTUS,CONGELADOS,Chorito malton en concha,1,1KG,KG,KG,1,chorito malton concha,43,,Chorito,,CONGELADOS,PLÁSTICO,PP 5,KG
2095,tottus,,TOTTUS,CONGELADOS,Ostion con coral premium,1,PREMIUM,PREMIUM,,,ostion coral premium,54,Premium,Premium,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2096,tottus,,TOTTUS,CONGELADOS,Ostion media concha premium,1,PREMIUM,PREMIUM,,,ostion media concha premium,54,Premium,Premium,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2097,el,,,CONGELADOS,Kani kama sabor centolla,1,GOLFO,GOLFO,,,kani kama sabor centolla,43,,Centolla Kama Kani,,CONGELADOS,PLÁSTICO,PP 5,GR
2098,el,,,CONGELADOS,Merluza apanada,1,GOLFO,GOLFO,,,merluza apanado,260,Apanado Merluza,Apanado Merluza,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2099,south,,,CONGELADOS,Carpaccio de pulpo,1,WIND,WIND,,,carpaccio pulpo,43,,Carpaccio Pulpo,,CONGELADOS,PLÁSTICO,PP 5,GR
2100,noticecream,,,CONGELADOS,Not IceCream Vainilla Caramelo Alm,1,345GR,GR,GR,345,not icecream vainilla caramelo alm,253,Caramelo,Caramelo,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2101,quillayes,,,CONGELADOS,Kuchen de queso tradicional,1,907G,GR,GR,907,kuchen queso tradicional,30,Queso,Queso,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2102,coppelia,,,CONGELADOS,Helado Agua piña,1,800ML,ML,ML,800,helado agua piña,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2103,emporio,,,CONGELADOS,Helado vainilla,1,LA,LA,,,helado vainilla,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2104,emporio,,,CONGELADOS,Helado chocolate sin azúcar,1,LA,LA,,,helado chocolate azúcar,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2105,bresler,,,CONGELADOS,Helado Multipack Bresler Frac Vainilla,1,570XML,ML,ML,570,helado multipack bresler frac vainilla,195,Helado Multipack,Helado Multipack,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2106,savory,,SAVORY,CONGELADOS,Postre helado charlot mora crema,1,LT,LT,LT,,postre helado charlot mora crema,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2107,tottus,,TOTTUS,CONGELADOS,Helado crocante de mani,1,1LT,LT,LT,1,helado crocante mani,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2108,tottus,,TOTTUS,CONGELADOS,Helado Gelato triple chocolate Italiano,1,900ML,ML,ML,900,helado gelato triple chocolate italiano,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2109,tottus,,TOTTUS,CONGELADOS,Helado gelato panna cotta Italiano,1,900ML,ML,ML,900,helado gelato panna cotta italiano,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2110,tottus,,TOTTUS,CONGELADOS,Helado Gelato caramel and cookies Italiano,1,900ML,ML,ML,900,helado gelato caramel and cookies italiano,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2111,tottus,,TOTTUS,CONGELADOS,Helado mini paletas  unidades,1,405G,GR,GR,405,helado mini paleta unidad,147,Helado Mini,Helado Mini,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2112,tottus,,TOTTUS,CONGELADOS,Volcán de chocolate,1,PREMIUM,PREMIUM,,,volcán chocolate,43,,,,CONGELADOS,PLÁSTICO,PP 5,GR
2113,tottus,,TOTTUS,CONGELADOS,Helado gelato tiramisu italiano,1,900ML,ML,ML,900,helado gelato tiramisu italiano,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2114,tottus,,TOTTUS,CONGELADOS,Volcán de chocolate relleno frambuesa,1,PREMIUM,PREMIUM,,,volcán chocolate relleno frambuesa,43,,Relleno Volcán,,CONGELADOS,PLÁSTICO,PP 5,GR
2115,tottus,,TOTTUS,CONGELADOS,Volcán de chocolate relleno caramelo,1,PREMIUM,PREMIUM,,,volcán chocolate relleno caramelo,253,Caramelo,Caramelo,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
2116,savory,,SAVORY,CONGELADOS,Helado la cremerí­a brownie,1,1LT,LT,LT,1,helado cremerí­a brownie,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2117,savory,,SAVORY,CONGELADOS,Helado sahne nuss premium,1,900ML,ML,ML,900,helado sahne nuss premium,271,Helado Nuss Sahne,Helado Nuss Sahne,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2118,savory,,SAVORY,CONGELADOS,Helado la cremerí­a plátano manjar,1,1LT,LT,LT,1,helado cremerí­a plátano manjar,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2119,savory,,SAVORY,CONGELADOS,Helado la cremeria tres leches,1,1LT,LT,LT,1,helado cremeria tres leche,29,Cremeria Helado,Cremeria Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2120,san,,,CONGELADOS,Helado brownie postres helados,1,FRANCISCO,FRANCISCO,,,helado brownie postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2121,san,,,CONGELADOS,Helado tres leches postres helados,1,FRANCISCO,FRANCISCO,,,helado tres leche postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2122,san,,,CONGELADOS,Helado chocolate nuss postres helados,1,FRANCISCO,FRANCISCO,,,helado chocolate nuss postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2123,bresler,,,CONGELADOS,Helado Multipack Bresler Frac,1,570XML,ML,ML,570,helado multipack bresler frac,195,Helado Multipack,Helado Multipack,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2124,san,,,CONGELADOS,Helado tiramisu postres helados,1,FRANCISCO,FRANCISCO,,,helado tiramisu postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2125,tottus,,TOTTUS,CONGELADOS,Helado Chocolate suizo,1,1LT,LT,LT,1,helado chocolate suizo,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2126,tottus,,TOTTUS,CONGELADOS,Helado piña,1,1LT,LT,LT,1,helado piña,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2127,tottus,,TOTTUS,CONGELADOS,Helado vainilla,1,1LT,LT,LT,1,helado vainilla,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2128,tottus,,TOTTUS,CONGELADOS,Helado trisabor,1,1LT,LT,LT,1,helado trisabor,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2129,tottus,,TOTTUS,CONGELADOS,Helado Chirimoya alegre,1,1LT,LT,LT,1,helado chirimoya alegre,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2130,tottus,,TOTTUS,CONGELADOS,Helado Pasas al ron,1,1LT,LT,LT,1,helado pasas ron,249,Helado Pasas Ron,Helado Pasas Ron,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2131,precio uno,,PRECIO UNO,CONGELADOS,Helado piña,1,UNO,UNO,,,helado piña,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2132,savory,,SAVORY,CONGELADOS,Helado chocolate suizo cassata,1,1LT,LT,LT,1,helado chocolate suizo cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2133,savory,,SAVORY,CONGELADOS,Helado vainilla,1,1LT,LT,LT,1,helado vainilla,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2134,savory,,SAVORY,CONGELADOS,Helado chirimoya alegre cassata,1,1LT,LT,LT,1,helado chirimoya alegre cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2135,savory,,SAVORY,CONGELADOS,Helado la cremeri­a dulce de frambuesa,1,1LT,LT,LT,1,helado cremeri­a dulce frambuesa,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2136,savory,,SAVORY,CONGELADOS,Helado la cremeria papayas a la crema,1,1LT,LT,LT,1,helado cremeria papaya crema,29,Cremeria Helado,Cremeria Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2137,savory,,SAVORY,CONGELADOS,Helado la cremeria brownie frambuesa,1,1LT,LT,LT,1,helado cremeria brownie frambuesa,29,Cremeria Helado,Cremeria Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2138,savory,,SAVORY,CONGELADOS,Helado sahne nuss,1,LT,LT,LT,,helado sahne nuss,271,Helado Nuss Sahne,Helado Nuss Sahne,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2139,savory,,SAVORY,CONGELADOS,Helado tres leches cassata,1,1LT,LT,LT,1,helado tres leche cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2140,savory,,SAVORY,CONGELADOS,Helado la cremeri­a lucuma manjar,1,1LT,LT,LT,1,helado cremeri­a lucuma manjar,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2141,savory,,SAVORY,CONGELADOS,Postre helado charlot vainilla,1,LT,LT,LT,,postre helado charlot vainilla,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2142,savory,,SAVORY,CONGELADOS,Helado prestigio premium savory,1,900ML,ML,ML,900,helado prestigio premium savory,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2143,savory,,SAVORY,CONGELADOS,Postre helado charlot frambuesa,1,LT,LT,LT,,postre helado charlot frambuesa,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2144,savory,,SAVORY,CONGELADOS,Postre helado almendrado premium,1,LT,LT,LT,,postre helado almendrado premium,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2145,savory,,SAVORY,CONGELADOS,Postre helado charlot tres leches,1,LT,LT,LT,,postre helado charlot tres leche,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2146,san,,,CONGELADOS,Helado suspiro limeño postres helados,1,FRANCISCO,FRANCISCO,,,helado suspiro limeño postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2147,san,,,CONGELADOS,Helado Pie de limon Postres Helados,1,FRANCISCO,FRANCISCO,,,helado pie limon postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2148,san,,,CONGELADOS,Helado papayas a la crema postres helados,1,FRANCISCO,FRANCISCO,,,helado papayas crema postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2149,san,,,CONGELADOS,Helado lucuma manjar postres helados,1,FRANCISCO,FRANCISCO,,,helado lucuma manjar postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2150,san,,,CONGELADOS,Helado castañas Postres Helados,1,FRANCISCO,FRANCISCO,,,helado castaña postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2151,san,,,CONGELADOS,Helado frambuesa a la crema postres helados,1,FRANCISCO,FRANCISCO,,,helado frambuesa crema postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2152,san,,,CONGELADOS,Helado selva negra postres helados,1,FRANCISCO,FRANCISCO,,,helado selva negra postre helado,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2154,savory,,SAVORY,CONGELADOS,Helado piña cassata,1,1LT,LT,LT,1,helado piña cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2155,savory,,SAVORY,CONGELADOS,Helado pasas al ron cassata,1,LT,LT,LT,,helado pasas ron cassata,249,Helado Pasas Ron,Helado Pasas Ron,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2156,savory,,SAVORY,CONGELADOS,Helado brick cassata,1,1LT,LT,LT,1,helado brick cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2157,savory,,SAVORY,CONGELADOS,Helado lúcuma,1,LT,LT,LT,,helado lúcuma,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2158,savory,,SAVORY,CONGELADOS,Helado chocolate cassata,1,LT,LT,LT,,helado chocolate cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2159,savory,,SAVORY,CONGELADOS,Helado la cremeria maracuya,1,LT,LT,LT,,helado cremeria maracuya,29,Cremeria Helado,Cremeria Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2160,savory,,SAVORY,CONGELADOS,Helado litro chocolate blanco frambuesa,1,LT,LT,LT,,helado litro chocolate blanco frambuesa,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2161,savory,,SAVORY,CONGELADOS,Helado litro chocolate suizo bosque,1,LT,LT,LT,,helado litro chocolate suizo bosque,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2162,savory,,SAVORY,CONGELADOS,Helado litro selva negra,1,LT,LT,LT,,helado litro selva negro,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2163,trendy,,,CONGELADOS,Helado Chocolate suizo frutos del bosque,1,25LT,LT,LT,25,helado chocolate suizo frutos bosque,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2164,bresler,,,CONGELADOS,Postre Helado Bresler Viennetta Clasica,1,1LT,LT,LT,1,postre helado bresler viennetta clasica,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2165,bresler,,,CONGELADOS,Postre Helado Bresler Carte Dor Almendrado,1,1LT,LT,LT,1,postre helado bresler carte dor almendrado,191,Carte Dor Helado Postre,Carte Dor Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2166,tavelli,,,CONGELADOS,Helado chocolate almendra mani,1,800ML,ML,ML,800,helado chocolate almendra mani,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2167,san,,,CONGELADOS,Helado frambuesa fruta,1,FRANCISCO,FRANCISCO,,,helado frambuesa fruta,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2168,san,,,CONGELADOS,Helado limon fruta,1,FRANCISCO,FRANCISCO,,,helado limon fruta,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2169,chamonix,,,CONGELADOS,Helado piña cassata,1,25LT,LT,LT,25,helado piña cassata,15,Cassata Helado,Cassata Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2170,panda,,,CONGELADOS,Helado De Agua Sabor piña,1,25L,LT,LT,25,helado agua sabor piña,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
2171,trendy,,,CONGELADOS,Helado lucuma nuez vainilla,1,25LT,LT,LT,25,helado lucuma nuez vainilla,35,Helado,Helado,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
1593,stella,,,"LICORES, CERVEZAS Y  VINOS",Pack CERVEZA Lata,1,ARTOIS,ARTOIS,,,pack cerveza lata,158,Cerveza Lata,Cerveza Lata,,"LICORES, CERVEZAS Y  VINOS",LATAS Y METALES,ALUMINIO,CC
2173,bresler,,,CONGELADOS,Postre Helado Bresler Magnum Dulce de Leche,1,900ML,ML,ML,900,postre helado bresler magnum dulce leche,234,Dulce Helado Leche,Dulce Helado Leche,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,ML
2174,bresler,,,CONGELADOS,Postre Helado Bresler Viennetta Lucuma,1,1LT,LT,LT,1,postre helado bresler viennetta lucuma,66,Helado Postre,Helado Postre,,CONGELADOS,PAPEL Y CARTONES,CARTÓN,LT
